participantID,videoID,videoURL
P06,V073,https://www.tiktok.com/@europaverde/video/7374063629836078368
P06,V191,https://www.tiktok.com/@carlocalendaofficial/video/7377686214545018144
P06,V048,https://www.tiktok.com/@matteosalviniufficiale/video/7372280862995451168
P06,V170,https://www.tiktok.com/@giorgiameloni_ufficiale/video/7375171602671062304
P06,V011,https://www.tiktok.com/@giorgiameloni_ufficiale/video/7369116762794724640
P06,V238,https://www.tiktok.com/@matteosalviniufficiale/video/7368457685475314977
P07,V159,https://www.tiktok.com/@piueuropaofficial/video/7376933465888967969
P07,V134,https://www.tiktok.com/@antonio.tajani/video/7376597608267091232
P07,V213,https://www.tiktok.com/@fratelliditalia/video/7366926375346801953
P07,V233,https://www.tiktok.com/@matteosalviniufficiale/video/7368118008369220896
P07,V084,https://www.tiktok.com/@fratelliditalia/video/7374413638146264353
P07,V136,https://www.tiktok.com/@forzaitalia.ufficiale/video/7376689309534965025
P07,V058,https://www.tiktok.com/@europaverde/video/7373251756647615777
P07,V142,https://www.tiktok.com/@matteosalviniufficiale/video/7376737656656399648
P07,V209,https://www.tiktok.com/@matteosalviniufficiale/video/7378461973190610209
P07,V174,https://www.tiktok.com/@giorgiameloni_ufficiale/video/7374021488522824992
P07,V245,https://www.tiktok.com/@piueuropaofficial/video/7368900900791815457
P07,V093,https://www.tiktok.com/@piueuropaofficial/video/7374717590666480928
P07,V082,https://www.tiktok.com/@antonio.tajani/video/7374404792594074912
P07,V012,https://www.tiktok.com/@giorgiameloni_ufficiale/video/7368085325316394272
P07,V225,https://www.tiktok.com/@europaverde/video/7367434253744852256
P08,V203,https://www.tiktok.com/@piueuropaofficial/video/7377737829981457697
P08,V137,https://www.tiktok.com/@fratelliditalia/video/7376702457566547232
P08,V108,https://www.tiktok.com/@fratelliditalia/video/7375592142007176480
P08,V231,https://www.tiktok.com/@europaverde/video/7367800706436271393
P08,V149,https://www.tiktok.com/@fratelliditalia/video/7377037474624802081
P08,V029,https://www.tiktok.com/@giuseppeconte_it/video/7371717433394056481
